Gene,THP1_sgNT_R1,THP1_sgNT_R2
NUTM2HP,0,0
NVL,44.423,38.102
NWD1,0.086,0.095
NWD2,0.039,0
NXF1,51.447,45.535
NXF2,0,0
NXF2B,0,0
NXF3,33.864,29.846
NXF4,0,0
NXF5,0.056,0.132
NXN,43.819,41.72
NXNL1,0,0
NXNL2,0.024,0.086
NXNP1,0,0
NXPE1,0,0
NXPE2,0,0
NXPE2P1,0,0
NXPE3,33.94,31.76
NXPE4,0,0
NXPH1,0.032,0
NXPH2,0,0
NXPH3,0.021,0.051
NXPH4,2.457,2.158
NXT1,59.672,57.702
NXT1-AS1,0.221,0.351
NXT1P1,0.57,0.452
NXT2,60.284,47.645
NYAP1,0.201,0.1
NYAP2,0,0
NYNRIN,1.841,1.459
NYX,0.02,0.024
OACYLP,0,0
OAF,61.841,63.33
OARD1,12.117,11.388
OAS1,7.258,5.392
OAS2,20.377,16.259
OAS3,17.047,14.011
OASL,2.442,2.66
OASL2P,0,0
OAT,212.614,191.159
OAZ1,866.09,834.211
OAZ1P1,0,0
OAZ2,19.921,20.707
OAZ3,1.828,2.158
OBI1,49.98,43.826
OBI1-AS1,0,0
OBP2A,0,0
OBP2B,0,0
OBSCN,3.293,2.765
OBSCN-AS1,0.498,0.277
OBSL1,24.124,21.024
OC90,0,0
OCA2,0.332,0.219
OCEL1,16.682,14.453
OCIAD1,88.293,76.3
OCIAD1-AS1,0,0
OCIAD2,14.636,15.101
OCLN,4.691,4.5
OCLNP1,1.15,0.316
OCM,0,0
OCM2,0,0
OCRL,32.198,27.793
OCSTAMP,0.17,0.067
ODAM,0,0
ODAPH,0.088,0.14
ODC1,418.001,393.751
ODC1-DT,1.663,1.323
ODCP,0,0
ODF1,0,0
ODF2,69.079,61.97
ODF2-AS1,0,0.175
ODF2L,5.44,4.45
ODF3,0,0
ODF3B,3.472,3.073
ODF3L1,0.159,0.189
ODF3L2,0.699,0.915
ODF4,0,0
ODR4,28.817,23.375
OFCC1,0,0
OFD1,39.063,32.744
OFD1P10Y,0,0
OFD1P11Y,0,0
OFD1P12Y,0,0
OFD1P13Y,0,0
OFD1P15Y,0,0
OFD1P16Y,0,0
OFD1P17,0,0
OFD1P18Y,0,0
OFD1P1Y,0,0
OFD1P2Y,0,0
OFD1P3Y,0,0
OFD1P4Y,0,0
OFD1P5Y,0,0
OFD1P6Y,0,0
OFD1P7Y,0,0
OFD1P8Y,0,0
OFD1P9Y,0,0
OGA,59.239,53.041
OGDH,98.795,87.693
OGDHL,4.385,3.63
OGFOD1,51.555,47.383
OGFOD1P1,0.566,0.673
OGFOD2,1.721,1.875
OGFOD3,13.272,12.435
OGFR,52.863,50.034
OGFR-AS1,0.54,0.535
OGFRL1,57.214,48.888
OGFRP1,1.672,1.629
OGG1,8.123,7.851
OGN,0.03,0
OGT,60.436,49.3
OIP5,50.065,49.121
OIP5-AS1,96.11,84.896
OIT3,0.457,0.755
OLA1,103.13,94.058
OLA1P1,6.264,6.307
OLA1P2,0.048,0
OLA1P3,0.024,0.028
OLAH,0.129,0.061
OLFM1,0,0
OLFM2,0.12,0.171
OLFM3,0,0
OLFM4,0,0
OLFM5P,0.041,0.048
OLFML1,0,0
OLFML2A,0.319,0.211
OLFML2B,0.018,0.021
OLFML3,6.75,7.038
OLIG1,46.485,40.063
OLIG2,29.224,23.187
OLIG3,0,0
OLMALINC,8.885,6.76
OLR1,0.02,0.023
OMA1,21.827,18.153
OMD,0,0
OMG,0.078,0.093
OMP,0.244,0.145
ONECUT1,0.098,0.14
ONECUT2,7.221,6.704
ONECUT3,0,0.01
OOEP,0.041,0
OOEP-AS1,0,0
OOSP1,2.637,1.856
OOSP1P1,0,0
OOSP1P2,0,0
OOSP2,0,0
OOSP3,0.353,0.168
OOSP4A,0,0
OOSP4B,0,0
OPA1,65.244,58.219
OPA1-AS1,0.242,0
OPA3,15.313,14.179
OPALIN,0,0
OPCML,0,0
OPCML-IT1,0,0
OPCML-IT2,0,0
OPHN1,3.951,3.223
OPLAH,13.769,12.85
OPN1LW,0,0
OPN1MW,0,0
OPN1MW2,0,0
OPN1MW3,0,0
OPN1SW,0.055,0
OPN3,10.597,9.915
OPN4,0,0
OPN5,0,0
OPRD1,0.051,0.031
OPRK1,0,0
OPRL1,4.439,4.101
OPRM1,0,0
OPRPN,0,0
OPTC,0,0
OPTN,16.25,14.735
OR10A2,0,0
OR10A3,0,0
OR10A4,0,0
OR10A5,0,0
OR10A6,0,0
OR10A7,0,0
OR10AA1P,0,0
OR10AB1P,0.036,0
OR10AC1,0,0
OR10AD1,0,0
OR10AE1P,0,0
OR10AE3P,0,0
OR10AF1P,0,0
OR10AG1,0,0
OR10AH1P,0,0
OR10AK1P,0,0
OR10B1P,0,0
OR10C1,0,0
OR10D1P,0,0
OR10D3,0,0
OR10D4P,0,0
OR10D5P,0,0
OR10G1P,0,0
OR10G2,0,0
OR10G3,0,0
OR10G4,0,0
OR10G5P,0,0
OR10G6,0,0
OR10G7,0,0
OR10G8,0,0
OR10G9,0,0
OR10H1,0,0.016
OR10H2,0,0
OR10H3,0,0
OR10H4,0,0
OR10H5,0,0
OR10J1,0,0.02
OR10J2P,0,0
OR10J3,0,0
OR10J4,0,0
OR10J5,0,0
OR10J6P,0,0
OR10J7P,0,0
OR10J8P,0,0
OR10J9P,0,0
OR10K1,0,0
OR10K2,0,0
OR10N1P,0,0
OR10P1,0,0
OR10Q1,0,0
OR10Q2P,0,0
OR10R1P,0,0
OR10R2,0,0
OR10R3P,0,0
OR10S1,0,0
OR10T1P,0,0
OR10T2,0,0
OR10U1P,0,0
OR10V1,0,0
OR10V2P,0,0
OR10V3P,0,0
OR10W1,0,0
OR10X1,0,0
OR10Y1P,0,0
OR10Z1,0,0
OR11A1,0,0
OR11G1P,0,0
OR11G2,0,0
OR11H1,0,0
OR11H12,0,0
OR11H13P,0,0
OR11H2,0,0
OR11H3P,0,0
OR11H4,0,0
OR11H5P,0,0
OR11H6,0,0
OR11H7,0,0
OR11I1P,0,0
OR11J2P,0,0
OR11J5P,0,0
OR11J6P,0,0
OR11J7P,0,0
OR11K1P,0,0
OR11K2P,0,0
OR11L1,0,0.074
OR11M1P,0,0
OR11N1P,0,0
OR11P1P,0,0
OR11Q1P,0,0
OR12D1,0,0
OR12D2,0,0
OR12D3,0,0
OR13A1,0,0.053
OR13C1P,0.021,0.024
OR13C2,0,0
OR13C3,0,0
OR13C4,0,0
OR13C5,0,0.075
OR13C6P,0,0
OR13C7,0,0
OR13C8,0,0
OR13C9,0,0
OR13D1,0,0
OR13D2P,0,0
OR13D3P,0,0
OR13E1P,0,0
OR13F1,0,0
OR13G1,0,0
OR13H1,0,0
OR13I1P,0,0
OR13J1,0,0
OR13K1P,0,0
OR13Z1P,0,0
OR13Z2P,0,0
OR13Z3P,0,0
OR14A16,0,0
OR14A2,0,0
OR14C36,0,0
OR14I1,0,0
OR14J1,0,0
OR14K1,0.064,0.076
OR14L1P,0,0
OR1A1,0,0
OR1A2,0,0
OR1AA1P,0,0
OR1AB1P,0,0
OR1AC1P,0,0
OR1B1,0,0
OR1C1,0,0
OR1D2,0,0
OR1D3P,0,0
OR1D4,0,0
OR1D5,0,0
OR1E1,0,0
OR1E2,0,0
OR1E3,0,0
OR1F1,0.956,0.91
OR1F12,0,0
OR1F2P,0.515,0.383
OR1G1,0,0
OR1H1P,0,0
OR1I1,0,0
OR1J1,0,0
OR1J2,0,0
OR1J4,0,0
OR1K1,0,0
OR1L1,0,0
OR1L3,0,0
OR1L4,0,0
OR1L6,0,0
OR1L8,0,0
OR1M1,0,0
OR1M4P,0,0
OR1N1,0,0
OR1N2,0,0
OR1P1,0,0
OR1Q1,0,0
OR1S1,0,0
OR1S2,0,0
OR1X1P,0,0
OR1X5P,0,0
OR2A1,0.013,0
OR2A1-AS1,0.735,0.536
OR2A12,0,0
OR2A13P,0,0
OR2A14,0,0
OR2A15P,0,0
OR2A2,0,0
OR2A20P,0.119,0.183
OR2A25,0,0
OR2A3P,0,0
OR2A4,0,0
OR2A41P,0,0
OR2A42,0,0
OR2A5,0,0
OR2A7,0.112,0.033
OR2A9P,0.108,0.043
OR2AD1P,0,0
OR2AE1,0.224,0.067
OR2AF1P,0,0
OR2AG1,0.009,0
OR2AG2,0.142,0.068
OR2AH1P,0,0
OR2AI1P,0,0
OR2AJ1,0,0.038
OR2AK2,0,0
OR2AL1P,0,0
OR2AM1P,0,0
OR2AO1P,0,0
OR2AP1,0,0
OR2AQ1P,0,0
OR2AS1P,0,0
OR2AS2P,0,0
OR2AT1P,0,0
OR2AT2P,0,0
OR2AT4,0,0
OR2B11,0,0
OR2B2,0,0
OR2B3,0,0
OR2B6,0.128,0.379
OR2B7P,0,0
OR2B8P,0,0
OR2BH1P,0,0
OR2C1,0.042,0.05
OR2C3,0,0
OR2D2,0,0
OR2D3,0,0
OR2E1P,0,0
OR2F1,0,0
OR2F2,0,0
OR2G1P,0,0
OR2G2,0,0
OR2G3,0,0
OR2G6,0,0
OR2H1,0,0
OR2H2,0,0
OR2H5P,0,0
OR2I1P,0,0
OR2J1,0,0
OR2J2,0,0
OR2J3,0,0
OR2J4P,0,0
OR2K2,0,0
OR2L13,0,0
OR2L1P,0,0
OR2L2,0,0
OR2L3,0,0
OR2L5,0,0
OR2L6P,0,0
OR2L8,0,0
OR2L9P,0,0
OR2M1P,0,0
OR2M2,0,0
OR2M3,0,0
OR2M4,0,0
OR2M5,0,0
OR2M7,0,0
OR2P1P,0,0
OR2Q1P,0,0
OR2R1P,0,0
OR2S1P,0,0
OR2S2,0,0
OR2T1,0,0
OR2T10,0,0
OR2T11,0,0
OR2T12,0,0
OR2T2,0,0
OR2T27,0,0
OR2T29,0,0
OR2T3,0,0
OR2T32P,0,0.064
OR2T33,0,0
OR2T34,0,0
OR2T35,0,0
OR2T4,0,0
OR2T5,0,0
OR2T6,0,0.015
OR2T7,0,0
OR2T8,0.294,0.058
OR2U1P,0,0
OR2U2P,0,0
OR2V1,0,0
OR2V2,0,0
OR2W1,0,0
OR2W2P,0,0
OR2W3,3.115,3.325
OR2W4P,0,0
OR2W5,0,0
OR2W6P,0,0.228
OR2X1P,0,0
OR2Y1,0,0
OR2Z1,0,0
OR3A1,0,0
OR3A2,0,0
OR3A3,0,0
OR3A4P,0,0
OR3B1P,0,0
OR3D1P,0.063,0.075
OR4A10P,0,0
OR4A11P,0,0
OR4A12P,0,0
OR4A13P,0,0
OR4A15,0,0
OR4A16,0,0
OR4A17P,0,0
OR4A18P,0,0
OR4A19P,0,0
OR4A1P,0,0
OR4A21P,0,0
OR4A2P,0,0
OR4A3P,0,0
OR4A40P,0,0
OR4A41P,0,0
OR4A42P,0,0
OR4A43P,0,0
OR4A44P,0,0
OR4A45P,0,0
OR4A46P,0,0
OR4A47,0,0
OR4A48P,0,0
OR4A49P,0,0
OR4A4P,0,0
OR4A5,0,0
OR4A50P,0,0
OR4A6P,0,0
OR4A7P,0,0
OR4A8,0,0
OR4A9P,0,0
OR4B1,0,0
OR4B2P,0,0
OR4C10P,0,0
OR4C11,0,0
OR4C12,0,0
OR4C13,0,0
OR4C14P,0,0
OR4C15,0,0
OR4C16,0,0
OR4C1P,0,0
OR4C2P,0,0
OR4C3,0,0
OR4C45,0,0
OR4C46,0,0
OR4C48P,0,0
OR4C49P,0,0
OR4C4P,0,0
OR4C5,0,0
OR4C50P,0,0
OR4C6,0.054,0
OR4C7P,0,0
OR4C9P,0,0
OR4D1,0,0.014
OR4D10,0,0
OR4D11,0,0
OR4D2,0,0
OR4D5,0,0
OR4D6,0,0
OR4D7P,0,0
OR4D8P,0,0
OR4D9,0,0
OR4E1,0,0
OR4E2,0,0
OR4F13P,0,0
OR4F14P,0,0
OR4F15,0,0
OR4F16,0,0
OR4F17,0,0
OR4F1P,0,0
OR4F21,0,0
OR4F28P,0,0
OR4F29,0,0
OR4F2P,0,0
OR4F3,0,0
OR4F4,0,0
OR4F5,0,0
OR4F6,0,0
OR4F7P,0,0
OR4F8P,0,0
OR4G11P,0,0
OR4G1P,0,0
OR4G2P,0,0
OR4G3P,0,0
OR4G4P,0,0
OR4G6P,0,0
OR4H12P,0,0
OR4H6P,0,0
OR4K1,0,0
OR4K11P,0,0
OR4K12P,0,0
OR4K13,0,0
OR4K14,0,0
OR4K15,0,0
OR4K16P,0,0
OR4K17,0,0
OR4K2,0,0
OR4K3,0,0
OR4K4P,0,0
OR4K5,0,0
OR4K6P,0,0
OR4K7P,0,0
OR4K8P,0,0
OR4L1,0,0
OR4M1,0,0
OR4M2,0,0
OR4N1P,0,0
OR4N2,0,0
OR4N3P,0,0
OR4N4,0,0
OR4N5,0,0
OR4P1P,0,0
OR4P4,0,0
OR4Q1P,0,0
OR4Q2,0,0
OR4Q3,0,0
OR4R1P,0,0
OR4R2P,0,0
OR4R3P,0,0
OR4S1,0,0
OR4S2,0,0
OR4T1P,0,0
OR4U1P,0,0
OR4V1P,0,0
OR4X1,0,0
OR4X2,0,0
OR4X7P,0,0
OR51A10P,0,0
OR51A1P,0,0
OR51A2,0,0
OR51A3P,0,0
OR51A4,0,0
OR51A5P,0,0
OR51A6P,0,0
OR51A7,0,0
OR51A8P,0,0
OR51A9P,0,0
OR51AB1P,0,0
OR51B2,0,0
OR51B3P,0,0
OR51B4,0,0
OR51B5,0,0
OR51B6,0,0
OR51B8P,0,0
OR51C1P,0,0
OR51C4P,0,0
OR51D1,0,0
OR51E1,0,0
OR51E2,0,0
OR51F1,0,0
OR51F2,0,0
OR51F3P,0,0
OR51F4P,0,0
OR51F5P,0,0
OR51G1,0,0
OR51G2,0,0
OR51H1,0,0
OR51H2P,0,0
OR51I1,0,0
OR51I2,0,0
OR51J1,0,0
OR51K1P,0,0
OR51L1,0,0
OR51M1,0,0.017
OR51N1P,0,0
OR51P1P,0,0
OR51Q1,0,0
OR51R1P,0,0.075
OR51S1,0,0
OR51T1,0,0
OR51V1,0,0
OR52A1,0,0
OR52A4P,0,0
OR52A5,0,0
OR52B1P,0,0.157
OR52B2,0,0
OR52B3P,0,0
OR52B4,0.214,0
OR52B5P,0,0.02
OR52B6,0,0
OR52D1,0,0
OR52E1,0,0
OR52E2,0,0
OR52E3P,0,0
OR52E4,0,0
OR52E5,0,0
OR52E6,0,0
OR52E7P,0,0
OR52E8,0,0
OR52H1,0,0
OR52H2P,0,0
OR52I1,0,0
OR52I2,0,0
OR52J1P,0,0
OR52J2P,0,0
OR52J3,0,0
OR52K1,0.033,0.026
OR52K2,0,0
OR52K3P,0.806,1.058
OR52L1,0.055,0.065
OR52L2P,0,0
OR52M1,0,0
OR52M2P,0,0
OR52N1,0,0
OR52N2,0,0
OR52N3P,0,0
OR52N4,0,0
OR52N5,0,0
OR52P1P,0,0
OR52P2P,0,0
OR52Q1P,0,0
OR52R1,0,0
OR52S1P,0,0
OR52T1P,0.064,0
OR52U1P,0,0
OR52V1P,0,0
OR52W1,0,0
OR52X1P,0,0
OR52Y1P,0,0
OR52Z1,0,0
OR55B1P,0.069,0
OR56A1,0.014,0
OR56A3,0,0
OR56A4,0.015,0
OR56A5,0.127,0
OR56A7P,0,0.076
OR56B1,0,0
OR56B2P,0,0
OR56B3P,0,0
OR56B4,0,0
OR5A1,0,0
OR5A2,0,0.008
OR5AC1,0,0
OR5AC2,0,0
OR5AC4P,0,0
OR5AH1P,0,0
OR5AK1P,0,0
OR5AK2,0,0
OR5AK3P,0,0
OR5AK4P,0,0
OR5AL1,0,0
OR5AL2P,0,0
OR5AM1P,0,0
OR5AN1,0,0
OR5AN2P,0,0
OR5AO1P,0,0
OR5AP1P,0,0
OR5AP2,0,0
OR5AQ1P,0,0
OR5AR1,0,0
OR5AS1,0,0
OR5AU1,0,0
OR5AW1P,0,0
OR5AZ1P,0,0
OR5B10P,0,0
OR5B12,0,0
OR5B15P,0,0
OR5B17,0,0
OR5B19P,0,0
OR5B1P,0,0
OR5B2,0,0
OR5B21,0,0
OR5B3,0,0
OR5BA1P,0,0
OR5BB1P,0,0
OR5BC1P,0,0
OR5BD1P,0,0
OR5BE1P,0,0
OR5BH1P,0,0
OR5BJ1P,0,0
OR5BK1P,0,0
OR5BL1P,0,0
OR5BM1P,0,0
OR5BN1P,0,0
OR5BN2P,0,0
OR5BP1P,0,0
OR5BQ1P,0,0
OR5BR1P,0,0
OR5BS1P,0,0
OR5BT1P,0,0
OR5C1,0,0
OR5D13,0,0
OR5D14,0,0
OR5D15P,0,0
OR5D16,0,0
OR5D17P,0,0
OR5D18,0,0
OR5D2P,0,0
OR5D3P,0,0
OR5E1P,0,0
OR5F1,0,0
OR5F2P,0,0
OR5G1P,0,0
OR5G3,0,0
OR5G4P,0,0
OR5G5P,0,0
OR5H1,0,0
OR5H14,0,0
OR5H15,0,0
OR5H2,0,0
OR5H3P,0,0
OR5H4P,0,0
OR5H5P,0,0
OR5H6,0,0
OR5H7P,0,0
OR5H8,0,0
OR5I1,0,0
OR5J1P,0,0
OR5J2,0,0
OR5J7P,0,0
OR5K1,0,0
OR5K2,0,0
OR5K3,0,0
OR5K4,0,0
OR5L1,0,0
OR5L2,0,0
OR5M1,0,0
OR5M10,0,0
OR5M11,0,0
OR5M12P,0,0
OR5M13P,0,0
OR5M14P,0,0
OR5M2P,0,0
OR5M3,0,0
OR5M4P,0,0
OR5M5P,0,0
OR5M6P,0,0
OR5M7P,0,0
OR5M8,0,0
OR5M9,0,0
OR5P1P,0,0
OR5P2,0,0
OR5P3,0,0
OR5P4P,0,0
OR5R1,0,0
OR5S1P,0,0
OR5T1,0,0
OR5T2,0,0
OR5T3,0,0
OR5V1,0,0
OR5W1P,0,0
OR5W2,0,0
OR6A2,0.028,0.017
OR6B1,0,0
OR6B2,0,0
OR6B3,0,0
OR6C1,0,0
OR6C2,0,0
OR6C3,0,0
OR6C4,0,0
OR6C5P,0,0
OR6C6,0,0
OR6C64P,0,0
OR6C65,0,0
OR6C66P,0,0
OR6C68,0,0
OR6C69P,0,0
OR6C70,0,0
OR6C71P,0,0
OR6C72P,0,0
OR6C73P,0,0
OR6C74,0,0
OR6C75,0,0
OR6C76,0,0
OR6C7P,0,0
OR6D1P,0.125,0.087
OR6E1P,0,0
OR6F1,0,0
OR6J1,0.014,0.017
OR6K1P,0,0
OR6K2,0,0
OR6K3,0.032,0
OR6K4P,0,0
OR6K5P,0,0
OR6K6,0,0
OR6L1P,0,0
OR6L2P,0,0
OR6M1,0,0
OR6M2P,0,0
OR6M3P,0,0
OR6N1,0,0
OR6N2,0,0
OR6P1,0,0
OR6Q1,0,0
OR6R1P,0.256,0.152
OR6R2P,0,0
OR6S1,0,0
OR6T1,0,0
OR6U2P,0,0
OR6V1,0,0
OR6W1P,0,0
OR6X1,0,0
OR6Y1,0,0
OR7A10,0,0
OR7A11P,0,0
OR7A15P,0,0
OR7A17,0,0
OR7A18P,0,0
OR7A19P,0.082,0
OR7A1P,0,0
OR7A2P,0,0
OR7A3P,0,0
OR7A5,0,0
OR7A8P,0,0
OR7C1,0,0
OR7C2,0,0
OR7D1P,0,0
OR7D2,0.052,0
OR7D4,0,0
OR7E100P,0,0
OR7E101P,0,0.139
OR7E102P,0,0
OR7E103P,0,0
OR7E104P,0,0.031
OR7E105P,0,0
OR7E106P,0.059,0
OR7E108P,0,0.072
OR7E109P,0,0
OR7E10P,0,0
OR7E110P,0,0
OR7E111P,0,0
OR7E115P,0.235,0.209
OR7E116P,0,0
OR7E117P,0,0
OR7E11P,0.029,0
OR7E121P,0,0
OR7E122P,0,0
OR7E125P,0,0
OR7E126P,0,0
OR7E128P,0,0
OR7E129P,0,0
OR7E12P,0,0
OR7E130P,0,0
OR7E136P,0,0
OR7E13P,0,0
OR7E140P,0,0
OR7E145P,0,0
OR7E148P,0,0
OR7E149P,0,0
OR7E14P,0,0.079
OR7E154P,0,0
OR7E155P,0,0
OR7E156P,0,0
OR7E157P,0,0
OR7E158P,0,0
OR7E159P,0,0
OR7E15P,0,0
OR7E161P,0,0
OR7E162P,0,0.069
OR7E163P,0,0
OR7E16P,0,0
OR7E18P,0,0
OR7E19P,0,0
OR7E1P,0,0
OR7E21P,0,0
OR7E22P,0,0
OR7E23P,0,0
OR7E24,0,0
OR7E25P,0,0
OR7E26P,0,0.071
OR7E28P,0,0
OR7E29P,0,0.157
OR7E2P,0,0
OR7E31P,0,0
OR7E33P,0,0
OR7E35P,0,0
OR7E36P,0,0
OR7E37P,0,0
OR7E38P,0.671,1.813
OR7E39P,0,0
OR7E41P,0,0
OR7E43P,0,0
OR7E46P,0,0
OR7E47P,0,0
OR7E4P,0,0
OR7E53P,0,0
OR7E55P,0,0
OR7E59P,0,0
OR7E5P,0,0
OR7E62P,0,0
OR7E66P,0,0
OR7E7P,1.84,1.2
OR7E83P,0,0
OR7E84P,0,0
OR7E85P,0,0
OR7E86P,0,0
OR7E87P,0,0
OR7E89P,0,0
OR7E8P,0,0
OR7E90P,0,0
OR7E91P,0,0
OR7E93P,0,0
OR7E94P,0,0
OR7E96P,0,0
OR7E97P,0,0
OR7E99P,0,0
OR7G1,0,0
OR7G15P,0,0
OR7G2,0,0
OR7G3,0,0
OR7H1P,0,0
OR7H2P,0,0
OR7K1P,0,0
OR7L1P,0,0
OR7M1P,0,0
OR8A1,0,0
OR8A2P,0,0.075
OR8A3P,0,0
OR8B10P,0,0
OR8B12,0,0
OR8B1P,0,0
OR8B2,0,0
OR8B3,0,0
OR8B4,0,0
OR8B5P,0,0
OR8B6P,0,0
OR8B7P,0,0
OR8B8,0,0
OR8B9P,0,0
OR8C1P,0,0
OR8D1,0,0
OR8D2,0,0
OR8D4,0,0
OR8F1P,0,0
OR8G1,0,0
OR8G2P,0,0
OR8G3P,0,0
OR8G5,0,0
OR8G7P,0,0
OR8H1,0,0
OR8H2,0,0
OR8H3,0,0
OR8I1P,0,0
OR8I2,0,0
OR8I4P,0,0
OR8J1,0,0
OR8J2,0,0
OR8J3,0,0
OR8K1,0,0
OR8K2P,0,0
OR8K3,0,0
OR8K4P,0,0
OR8K5,0,0
OR8L1P,0,0
OR8Q1P,0,0
OR8R1P,4.796,5.048
OR8S1,0,0
OR8S21P,0,0
OR8T1P,0,0
OR8U1,0,0
OR8V1P,0,0
OR8X1P,0,0
OR9A1P,0,0.076
OR9A2,0,0
OR9A3P,0,0
OR9A4,0,0
OR9G1,0,0
OR9G2P,0,0
OR9G3P,0,0
OR9G4,0,0
OR9H1P,0.025,0.015
OR9I1,0,0
OR9I2P,0,0
OR9I3P,0,0
OR9K1P,0,0
OR9K2,0,0
OR9L1P,0,0
OR9M1P,0,0
OR9N1P,0,0
OR9P1P,0,0
OR9Q1,0,0
OR9Q2,0,0
OR9R1P,0,0
OR9S24P,0,0
ORAI1,51.623,50.993
ORAI2,22.254,21.606
ORAI3,19.378,17.605
ORAOV1P1,0,0
ORC1,138.074,117.304
ORC2,22.684,19.5
ORC3,70.733,59.999
ORC4,9.809,8.643
ORC5,27.776,25.393
ORC6,36.649,33.084
ORM1,2.533,2.457
ORM2,0.393,0.28
ORMDL1,44.163,40.96
ORMDL2,25.945,25.109
ORMDL3,19.5,17.989
OS9,154.173,135.063
OSBP,69.849,61.019
OSBP2,15.624,13.58
OSBPL10,0.164,0.159
OSBPL10-AS1,0,0
OSBPL11,8.178,6.617
OSBPL1A,20.491,18.547
OSBPL2,10.267,8.583
OSBPL3,4.753,4.053
OSBPL5,49.828,43.495
OSBPL6,0.361,0.323
OSBPL7,6.48,5.195
OSBPL8,73.554,59.122
OSBPL9,48.122,40.866
OSBPL9P1,0,0
OSBPL9P2,0,0
OSBPL9P3,0,0
OSBPL9P4,0,0
OSBPL9P5,0,0
OSCAR,4.122,4.695
OSCP1,0.215,0.359
OSER1,31.997,32.17
OSER1-DT,0.533,0.371
OSGEP,31.019,29.173
OSGEPL1,9.64,8.033
OSGEPL1-AS1,0.838,0.997
OSGIN1,1.945,2.326
OSGIN2,54.7,52.703
OSM,1.753,1.949
OSMR,0.209,0.269
OSMR-AS1,0.012,0.015
OSR1,0.011,0.041
OSR2,14.207,12.212
OST4,280.517,284.138
OSTC,217.635,202.861
OSTCP1,0.049,0.117
OSTCP2,0.271,0
OSTCP4,0,0
OSTCP5,0,0
OSTCP6,0,0
OSTCP8,0.536,1.116
OSTF1,147.184,137.544
OSTF1P1,0,0
OSTM1,62.031,56.761
OSTM1-AS1,0,0
OSTN,0,0
OSTN-AS1,0.625,0.33
OTC,0,0
OTOA,0.191,0.17
OTOAP1,0.068,0.081
OTOF,0.045,0.054
OTOG,0,0.007
OTOGL,0.005,0.006
OTOL1,0,0
OTOP1,0,0
OTOP2,0.08,0
OTOP3,0,0
OTOR,0.027,0.065
OTOS,0,0
OTP,0.216,0.16
OTUB1,40.593,40.141
OTUB2,3.937,4.261
OTUD1,8.479,8.304
OTUD3,9.143,7.749
OTUD4,51.367,45.422
OTUD4P1,0.118,0.14
OTUD5,42.141,38.117
OTUD6A,0,0
OTUD6B,27.142,23.939
OTUD6B-AS1,19.577,16.937
OTUD7A,0.017,0.025
OTUD7B,14.527,13.032
OTULIN,27.025,24.732
OTULINL,78.498,62.352
OTX1,84.664,80.288
OTX2,0,0
OTX2-AS1,0,0
OTX2P1,0,0
OTX2P2,0,0
OVAAL,0,0
OVCA2,0,0
OVCH1,1.32,0.974
OVCH1-AS1,0.077,0.082
OVCH2,0,0
OVGP1,1.049,1.049
OVOL1,0.016,0.038
OVOL1-AS1,0,0
OVOL2,3.572,3.696
OVOL3,0.08,0.191
OXA1L,130.646,117.882
OXCT1,41.535,35.38
OXCT1-AS1,0,0.032
OXCT2,26.547,27.027
OXCT2P1,0.391,0.372
OXER1,5.7,5.253
OXGR1,0,0
OXLD1,30.785,31.693
OXNAD1,13.246,12.48
OXR1,29.801,25.041
OXSM,15.915,15.461
OXSR1,39.765,32.446
OXT,0,0
OXTR,0.279,0.411
P2RX1,22.103,18.226
P2RX2,0,0
P2RX3,0,0
P2RX4,9.468,8.36
P2RX5,1.119,1.189
P2RX5-TAX1BP3,0.051,0.06
P2RX6,0.038,0.045
P2RX6P,0,0
P2RX7,0.379,0.309
P2RY1,4.313,3.509
P2RY10,0,0
P2RY10BP,0,0
P2RY11,13.221,11.681
P2RY12,0.026,0.031
P2RY13,0,0.052
P2RY14,0.083,0.025
P2RY2,277.518,249.463
P2RY4,0.075,0.045
P2RY6,36.107,35.98
P2RY8,139.484,127.724
P3H1,207.876,186.745
P3H2,0.237,0.295
P3H2-AS1,0,0
P3H3,0.457,0.404
P3H4,15.543,15.145
P3R3URF,0,0
P3R3URF-PIK3R3,0,0
P4HA1,93.704,77.333
P4HA2,4.352,3.772
P4HA2-AS1,0,0
P4HA3,0.361,0.34
P4HA3-AS1,0,0
P4HB,1267.8,1150.209
P4HTM,6.977,7.201
PA2G4,307.387,298.932
PA2G4P1,0.1,0.119
PA2G4P2,0.2,0.238
PA2G4P3,0,0
PA2G4P4,1.016,0.967
PA2G4P6,0.703,0.358
PAAF1,11.662,11.711
PABPC1,2701.523,2449.214
PABPC1L,1.344,1.527
PABPC1L2A,0,0
PABPC1L2B,0,0
PABPC1L2B-AS1,0,0
PABPC1P1,0.508,0.483
PABPC1P10,0.315,0.187
PABPC1P11,0,0
PABPC1P12,0,0
PABPC1P13,0,0
PABPC1P2,0,0.04
PABPC1P3,0,0
PABPC1P4,1.506,1.181
PABPC1P5,0,0
PABPC1P6,0,0
PABPC1P7,0,0.047
PABPC1P8,0.029,0.068
PABPC1P9,0,0
PABPC3,1.117,1.033
PABPC4,733.392,687.938
PABPC4-AS1,0.171,0.406
PABPC4L,3.374,2.608
PABPC5,0,0
PABPC5-AS1,0,0
PABPN1,109.396,110.006
PABPN1L,0.046,0.054
PACC1,26.612,26.593
