Gene,Pat3.Myeloid,Pat1.Myeloid,Pat2.Myeloid,Pat5.Myeloid,MS2.Myeloid,MS4.Myeloid,MS5.Myeloid
TRMU,2.685,1.122,2.379,2.706,2.538,0,0.9515
PKIA,0,0.6671,0.8798,0,0,0,0
LUC7L,4.581,4.308,4.779,4.51,4.338,3.815,3.664
VAC14,2.933,3.206,2.379,3.627,3.038,3.198,4.549
RADIL,0,1.122,0.5059,0,0,0,0
IARS2,3.414,3.738,3.72,3.436,4.899,3.637,5.113
PKIB,0,0.6671,0,0,0,4.308,4.228
MAP7D1,4.21,4.077,4.514,4.451,5.115,4.366,4.927
NDC1,3.043,3.01,2.257,2.486,3.038,1.398,2.914
TENM3,1.771,0.6671,2.124,0,3.038,0,0
LMBR1L,3.043,2.512,3.233,3.796,2.538,2.562,2.243
WDR11,4.617,4.748,4.46,4.346,3.038,4.308,4.264
POLR3E,3.33,3.673,3.296,3.591,2.538,1.788,3.37
INTS13,3.043,2.512,2.595,2.563,2.538,2.347,3.37
PRKAR1A,5.513,5.603,5.426,5.757,5.544,6.088,6.664
C1orf112,2.006,1.745,2.379,2.13,2.538,0,0.5528
HHAT,0.6812,0.6671,1.632,1.156,1.767,2.914,1.738
ZFP64,2.385,2.355,1.632,2.319,3.703,2.562,2.379
VPS35,5.513,5.55,5.66,5.418,4.778,5.923,5.834
ARFGAP1,3.33,1.745,2.379,3.065,0,2.914,3.001
NAXD,3.043,4.025,3.894,3.731,2.538,3.539,2.822
EDEM2,3.773,3.206,3.167,2.836,3.703,3.063,3.716
PARVA,0,0,0.5059,0,0,0,0
CHFR,5.454,5.437,5.278,4.51,6.602,5.443,4.036
AP5M1,3.043,3.379,3.575,3.167,4.156,4.366,3.303
PRKAR1B,0.6812,0.6671,0.8798,0,0,0,0
TMEM184C,3.895,3.86,3.72,3.476,4.156,3.198,3.553
SEPT11,3.33,2.512,3.414,3.167,4.338,3.434,4.298
OGDHL,0,0,0,0,0,0,0
INTS9,1.771,2.179,1.978,0.9417,0,1.788,2.094
EXOC1,4.581,4.616,4.188,4.71,4.5,4.247,4.606
IFT122,1.491,2.179,2.491,2.319,2.538,2.347,2.914
NGLY1,2.685,2.9,2.783,3.065,2.538,2.914,3.815
ZNF83,5.194,5.638,5.041,5.218,4.5,3.637,3.303
PRKAR2B,0,0,0.5059,0,1.767,2.094,2.243
TBC1D23,4.506,4.431,3.934,3.918,3.038,4.183,3.995
TDP1,1.491,1.467,1.422,1.342,3.408,2.347,2.379
ZNF839,2.933,1.745,2.868,1.912,1.767,1.788,1.927
CFAP44,1.771,1.745,2.124,2.13,3.703,0.8619,2.094
ERMARD,3.043,3.8,3.167,3.352,3.703,2.562,2.723
FGD6,2.543,0.6671,2.595,1.912,1.767,3.321,4.228
LMBRD1,4.846,5.059,4.779,5.132,3.947,4.848,4.927
PRKCB,5.434,5.133,5.214,4.693,4.778,6.088,5.71
MBNL3,2.006,2.9,2.868,2.486,3.408,3.897,3.303
AXL,6.526,6.075,6.259,5.991,5.544,6.105,6.722
TRERF1,1.491,2.179,2.257,2.13,2.538,3.434,3.001
FOXJ2,3.953,3.917,4.566,3.796,0,4.366,3.083
PRKCG,,,,,,,
DCAF6,3.568,3.972,4.154,3.697,2.538,3.729,3.815
SELENOS,3.895,3.86,4.048,4.233,2.538,3.539,3.815
EMC3,4.21,3.917,4.432,4.185,4.778,4.047,5.054
CAND1,4.506,4.716,4.253,4.471,5.302,4.674,4.52
EAPP,3.33,3.534,2.949,2.772,1.767,4.183,4.077
ARHGAP15,3.708,3.8,2.692,3.731,3.038,4.422,3.995
PPP2R2D,3.64,3.206,3.098,3.764,1.767,3.321,3.233
ITFG2,3.414,3.01,3.414,3.011,4.156,2.749,2.243
CISD1,2.385,1.467,2.595,2.636,4.5,2.914,2.822
PLGRKT,0.6812,1.978,0.8798,2.486,2.538,2.094,2.723
PKN1,2.543,1.467,1.176,1.507,0,1.788,2.723
USE1,4.617,4.431,4.403,5.068,6.328,3.974,3.716
IDI2-AS1,0.6812,0.6671,0,0,0,0,0
KIZ,2.006,2.782,2.692,2.955,3.703,1.788,2.503
TMEM165,4.344,4.616,4.46,4.279,4.156,3.539,4.228
BEX1,2.385,1.122,1.816,0,1.767,0,0.5528
ECHDC1,2.933,3.295,3.296,3.436,3.038,3.637,4.116
TMEM126B,4.112,3.459,3.894,3.167,3.408,4.366,3.766
PRKCSH,5.096,5.204,5.214,4.727,3.703,5.301,5.786
ZNF395,3.493,3.917,3.414,2.896,3.038,4.528,3.233
THSD1,1.491,1.122,0.5059,0.9417,0,0,0.5528
BIN3,0,0.6671,0,0,0,0,0
PRKDC,4.256,4.869,4.641,3.515,3.703,4.927,4.927
CTTNBP2NL,5.758,5.737,5.962,5.602,3.038,3.637,4.077
NKRF,2.815,3.111,2.257,2.896,0,2.347,1.738
DMAP1,2.543,2.653,3.47,2.636,1.767,3.063,2.914
APOM,0,0,0.5059,0,0,0,0.9515
MAPK1,5.218,5.357,5.66,5.565,3.947,5.143,5.363
MAPK3,3.895,3.379,4.487,3.764,3.703,3.539,4.49
SEPT3,0.6812,0.6671,1.176,0.6905,0,1.788,1.927
NDUFA12,3.24,2.9,3.766,3.065,4.5,4.247,4.429
SLC25A40,2.006,2.653,1.816,2.227,3.038,3.198,2.822
BCAP29,4.21,4.025,3.894,4.233,3.408,4.366,4.52
SLC50A1,3.64,3.972,4.084,3.308,4.899,2.914,3.553
SMG9,4.112,4.077,3.766,3.394,3.408,3.637,3.16
PDGFC,3.493,3.206,2.379,3.065,3.703,2.914,3.815
MAP2K2,3.493,3.673,3.524,3.947,4.156,3.434,4.398
ALG1,0.6812,0,0,0.6905,0,0.8619,0
MAP2K5,2.385,2.355,1.632,2.405,0,0.8619,2.094
MAP2K6,1.771,2.653,1.422,2.405,2.538,2.094,1.52
MAP2K7,3.33,3.605,3.575,3.308,3.038,4.117,3.303
EIF2AK2,6.428,6.296,6.373,5.081,6.094,6.44,6.042
THAP12,3.24,3.738,3.575,3.262,3.703,4.047,3.553
PCDHB6,0,0,0,0,0,0,0
TEX15,0,1.745,0,0,3.038,0.8619,0
FAM214A,2.685,4.025,3.973,3.352,3.703,4.674,3.495
KIAA1217,0.6812,0,0.5059,0,0,2.562,0
PRODH,0,0,0,0,0,0,0
MEPCE,4.008,3.01,3.098,3.627,3.408,3.539,3.37
GPCPD1,6.162,5.888,5.962,6.583,5.544,4.528,6.394
LRRC8A,2.208,0.6671,1.978,1.507,0,1.398,2.094
KYAT3,2.385,3.379,2.491,3.394,0,2.562,3.303
SLC7A10,,,,,,,
PRPS2,2.385,1.745,2.491,2.13,1.767,3.198,2.617
PRMT8,0,0,0,0,0,0,0
PRPSAP1,5.494,5.293,5.214,4.675,6.239,4.763,3.61
EIF4ENIF1,0.6812,1.745,2.783,2.405,0,1.788,2.094
RELN,0,1.122,0.5059,0,0,0,0
PSD,0,0,0,0,0,0,0
EIF5A2,2.208,2.179,1.176,1.342,3.408,1.788,1.264
POLE4,2.208,1.745,2.257,1.342,2.538,2.562,2.243
PANX2,0,0,0,0,0,0,0
AKIP1,4.162,3.534,3.414,3.515,1.767,3.198,3.553
TMEM9B,4.876,4.545,4.46,4.792,3.947,4.422,4.332
NRIP3,1.771,1.467,1.422,0.9417,1.767,2.562,1.927
SAR1A,4.784,4.616,4.844,5.054,6.529,5.388,4.398
SLC2A4RG,1.771,1.745,1.978,1.789,3.408,2.094,2.723
PSMA1,4.72,4.616,4.688,4.604,3.703,4.366,4.633
ZC3HAV1,5.17,5.357,5.231,5.081,5.011,4.848,5.033
GPR137,2.006,1.467,1.422,2.319,1.767,0.8619,1.927
PSMA3,4.061,3.534,3.098,2.955,3.947,3.434,4.52
PSMA4,3.836,3.972,3.674,3.976,3.703,4.719,4.763
GRIPAP1,2.815,2.9,3.414,3.436,2.538,3.063,3.001
RAD18,1.142,2.179,1.632,2.13,0,0,2.094
PSMA5,3.568,3.8,4.011,3.663,5.115,3.434,3.995
PSMA7,4.962,5.532,5.398,5.418,3.038,5.758,6.303
UGGT1,6.125,6.011,5.962,6.269,7.252,6.139,5.133
MDM1,1.491,3.459,2.491,2.405,1.767,1.788,1.927
UBQLN4,1.491,2.355,2.491,2.13,1.767,3.063,1.264
AGPAT3,3.708,3.972,4.084,3.858,3.038,3.198,4.398
AGPAT4,2.208,2.355,2.257,1.789,3.408,2.347,3.61
DPYSL5,0.6812,1.745,0.5059,1.655,4.5,0.8619,0
BDH2,2.208,2.355,1.816,1.655,3.408,2.347,3.083
PSMB2,4.815,4.126,4.844,4.302,5.388,4.848,4.812
TMEM167B,3.64,3.111,3.766,3.591,4.156,3.815,3.952
PNO1,2.543,1.467,1.816,2.636,0,0.8619,1.52
THAP10,2.208,0.6671,1.632,0.6905,0,0,1.264
STARD7,4.581,3.8,4.22,4.491,3.408,5.143,5.244
C1GALT1,4.387,4.98,4.048,4.693,3.408,4.366,4.298
SMARCAD1,3.773,4.174,3.852,3.394,3.408,1.788,3.553
MEIS3,0,0,0,0,0,0,0
DHX33,3.24,2.782,3.296,2.896,1.767,2.094,3.664
NCLN,3.64,2.179,2.692,3.308,1.767,3.198,3.61
SPPL2B,3.414,3.295,3.47,3.167,3.038,2.749,2.503
DUS3L,1.142,1.745,1.176,1.655,1.767,0,0.5528
PMEPA1,7.389,6.755,7.134,6.821,3.038,4.476,4.192
DUSP22,4.112,3.8,4.345,5.068,4.156,4.719,4.298
HMCES,3.043,2.653,2.783,2.405,3.703,2.914,2.379
CMC2,5.758,5.768,5.384,6.012,7.944,5.522,4.52
MRPS22,2.006,2.179,3.025,3.167,0,2.562,2.914
EMSY,3.043,3.673,3.575,3.591,2.538,2.914,1.927
MFF,4.387,4.545,4.22,4.031,3.947,4.422,4.155
SDR39U1,0,0,0,0.3862,0,0,0
PSMB7,3.493,3.295,3.625,3.918,3.703,4.047,4.429
C5orf15,5.17,4.716,5.426,5.169,2.538,4.247,4.46
RGMA,2.208,0.6671,0.5059,1.156,4.5,1.398,0.5528
ATXN7L3,3.24,3.917,3.72,3.918,3.038,3.063,4.036
FAM20C,2.385,2.9,2.868,3.065,3.038,3.897,5.736
PRDM10,1.491,2.179,1.632,2.405,1.767,1.788,1.738
POGLUT1,3.568,3.8,3.973,3.663,3.947,3.729,3.815
PSMG2,3.895,3.917,3.973,3.947,4.338,4.247,4.155
ADPRM,0,2.179,2.595,2.025,0,1.398,1.264
DTWD1,3.493,3.379,3.025,3.117,3.947,3.198,3.233
CHPT1,3.24,3.534,3.47,3.515,3.408,3.198,3.766
TULP4,2.385,3.534,2.491,2.405,3.703,3.434,4.228
SLC12A9,4.428,4.025,4.432,3.947,0,4.247,2.379
COQ8A,3.043,2.653,3.167,2.636,2.538,3.815,3.952
CTNNBIP1,1.771,2.653,2.257,1.655,2.538,1.398,2.914
YAE1D1,2.006,1.467,1.816,2.319,0,1.788,0.9515
COQ9,2.685,1.978,2.257,1.789,0,2.094,2.914
PSMC3,3.145,2.653,3.524,2.955,3.038,2.749,3.815
SLC17A7,0,0,0,0,0,0,0.5528
ANKMY2,2.543,2.355,1.816,1.342,1.767,2.749,2.243
PSMC4,4.581,3.673,4.345,4.41,4.156,4.117,4.606
TWSG1,3.953,3.917,3.625,4.185,4.5,2.749,4.077
PSMC5,4.21,3.86,4.048,3.436,2.538,4.806,4.549
PCBP4,0,0.6671,0,0.6905,1.767,1.398,0
DDX24,5.55,5.495,5.214,5.407,5.875,4.366,5.395
PSMD3,2.815,0.6671,2.783,2.836,3.408,3.815,3.434
CASS4,2.933,1.745,3.356,3.697,2.538,2.914,1.927
PCNP,4.112,4.839,4.12,4.256,4.646,4.308,4.904
BACH1,5.241,5.007,5.077,5.321,3.038,4.674,4.398
PSMD4,3.895,3.972,3.973,3.947,3.947,4.422,4.927
C12orf4,3.414,3.295,3.296,3.627,3.703,2.914,3.815
PNPLA2,4.905,4.953,4.965,5.041,3.947,4.366,4.97
PDSS2,2.208,2.355,1.978,2.486,2.538,2.094,2.617
PSMD5,3.414,3.534,3.414,3.591,1.767,3.539,3.664
GOPC,4.256,4.65,4.12,3.976,4.646,3.897,3.815
NUP107,3.414,3.206,2.692,3.215,4.646,2.347,3.083
PLXDC1,5.434,5.377,5.83,5.593,5.212,2.347,0.5528
PSMD7,4.112,3.8,3.167,4.324,3.703,4.047,4.264
ATP13A1,3.953,2.355,3.625,3.476,2.538,3.434,2.914
MAN1C1,4.162,4.47,4.46,4.256,3.038,4.183,5.379
RNPEPL1,2.815,2.782,3.47,3.352,1.767,3.815,4.549
ADCK1,3.145,1.745,2.257,3.308,1.767,2.749,1.52
PAK5,0,0,0,0,2.538,0,0
RALGAPB,3.773,4.581,4.315,4.471,4.5,4.476,3.495
SMURF1,3.493,1.978,3.894,3.352,1.767,1.788,1.264
TRIM54,0,0,0,0,0,0,0
ASPHD2,1.491,1.122,1.978,1.342,0,2.347,2.094
ZNFX1,5.096,4.869,4.487,4.623,5.302,4.627,4.927
PSMD11,4.846,5.249,4.665,4.64,3.703,4.422,4.787
DOLPP1,1.771,1.467,2.379,1.912,0,2.914,2.822
VARS2,2.208,1.745,2.491,2.405,1.767,1.788,2.379
ZMIZ1,3.493,3.605,3.852,3.796,3.408,5.33,5.533
PSMD12,3.493,4.265,3.356,3.515,3.947,3.198,3.952
ANKRD50,2.933,2.653,2.783,2.636,2.538,2.347,2.914
FAM219B,0.6812,0,1.816,1.342,0,0.8619,0.5528
ADAMTSL3,0,0,0.5059,0,0,0,0
KIAA1147,6.061,6.024,5.892,6.452,4.156,4.422,4.228
BAD,1.771,1.745,1.978,0.9417,0,1.788,2.094
PSME2,4.162,3.379,3.674,3.697,3.947,4.247,5.094
SPRYD7,2.543,2.9,1.422,2.836,3.408,3.434,2.243
VANGL2,0.6812,0,0,0,0,0,0
ERGIC1,4.162,3.972,2.692,4.302,3.703,3.539,3.001
LYRM2,4.617,4.077,4.54,4.693,4.156,4.183,4.992
PSPH,1.142,2.179,1.422,0.9417,2.538,0,1.738
SLC4A10,0,0.6671,0,0,0,0,0
DANCR,3.953,3.8,3.625,2.896,3.408,3.434,3.16
KAT14,,,,,,,
RCN3,4.784,3.379,4.886,3.117,1.767,3.539,3.303
JPH3,0,0,0,0,0,0,0
ZNF304,1.142,0,1.978,0.9417,1.767,1.788,1.52
PTGFRN,0,1.122,0,1.156,0,1.398,1.264
CLK4,4.686,4.81,4.688,4.64,3.947,3.434,3.233
RAB22A,3.836,3.605,2.692,3.591,4.778,3.974,4.036
CYP20A1,6.661,6.707,6.479,6.655,6.949,6.327,5.892
ABHD6,2.933,2.512,1.978,2.706,4.156,2.914,3.16
SLC24A3,0,0,0,0,0,0.8619,0
NDRG3,3.043,3.673,4.011,3.515,3.408,3.897,2.914
BIRC6,4.934,5.721,5.354,4.839,4.899,5.388,5.094
GALNT16,0.6812,1.978,0.5059,0,2.538,1.788,0
DSCAML1,0,0,0,0,3.038,0,0
REXO1,1.142,1.978,0.8798,0.3862,1.767,0.8619,0
PPM1H,0,0.6671,0,0,0,2.749,2.094
KIAA1161,1.142,2.179,0,0.9417,2.538,0,0.9515
STRIP2,0,0,1.176,0,1.767,0,0
SCAF4,3.64,3.295,3.47,3.065,2.538,3.321,3.303
SLC12A5,4.21,4.025,3.894,3.262,1.767,0,1.927
CNOT6,3.24,2.653,2.868,2.486,2.538,3.063,3.952
ZNF490,0.6812,0.6671,0,0.6905,0,0,0.5528
PRR12,1.142,1.467,1.176,1.342,1.767,1.398,1.52
NLN,3.836,3.86,2.595,2.836,5.302,3.198,4.365
ODF2L,5.07,5.944,5.294,5.054,9.15,4.366,3.908
NWD2,0,0,0,0,0,0,0
MTA3,2.815,0.6671,1.978,2.13,2.538,2.094,2.094
MAVS,6.345,6.125,6.584,6.079,5.544,5.801,5.834
INTS2,1.771,2.512,3.098,2.486,3.038,1.398,2.503
MTUS1,5.352,5.916,5.454,5.92,5.617,3.198,3.664
XPO5,3.043,2.782,2.491,2.772,1.767,2.749,1.738
GPR158,0,0,0,0,0,0,0.5528
SERINC1,5.692,5.437,5.548,5.814,5.686,5.176,5.914
NYNRIN,3.33,2.179,4.688,4.11,3.038,2.347,1.738
CASKIN1,,,,,,,
HACE1,3.145,3.295,2.692,2.563,1.767,0,1.264
NUFIP2,4.99,5.586,5.398,5.822,5.011,5.359,5.094
KIAA1324,0.6812,0,0.5059,0,0,0,0
WDR35,1.491,2.512,1.176,2.405,1.767,0,0
DISP3,,,,,,,
ZNF398,2.543,2.355,2.379,2.025,0,2.749,1.927
KLHL42,3.773,3.972,3.674,3.011,4.646,3.974,4.077
TXNDC16,3.414,2.782,3.233,3.167,3.038,3.539,1.738
NLGN2,1.142,2.179,1.632,1.655,3.038,2.094,0
STAMBPL1,4.752,3.972,4.188,4.944,3.947,2.094,1.927
KLHL8,4.21,4.953,4.566,4.11,4.338,4.476,4.46
CARNS1,0,0.6671,0.5059,0,5.115,0,2.094
DOCK6,2.385,1.978,2.257,2.025,2.538,0,0.5528
KCNT1,0,0,0,0,2.538,0,0
TMEM181,2.685,3.459,3.296,3.554,2.538,3.539,3.61
SYT13,0.6812,0,0,0.6905,0,0,0
RIC1,2.208,2.653,3.098,3.308,3.038,3.063,3.233
MKL1,3.64,2.782,3.524,3.167,1.767,4.247,3.716
EBF4,0.6812,0,0,0,0,0,0.5528
BEGAIN,0,0,0,0.9417,0,0,0
BAHCC1,0.6812,0,0.5059,0,0,1.788,1.264
WDR48,2.685,4.025,3.098,3.011,3.703,3.321,2.822
USP36,3.145,3.379,4.048,4.233,4.156,4.117,3.303
SLAIN2,3.33,3.917,3.414,3.764,3.408,3.434,3.664
RANBP10,3.043,3.605,3.47,2.706,2.538,2.749,2.822
TSHZ3,0,0,0.5059,0.6905,0,0.8619,1.738
STIM2,4.344,3.86,3.625,3.858,4.156,3.321,3.434
PTMS,3.33,3.01,3.524,2.227,3.408,4.422,5.395
LRCH2,0,0,0,0,0,0,0
LRRN1,0,0.6671,0,0,0,0,0
EP400,3.953,4.174,3.524,3.627,2.538,3.729,3.862
ARHGAP23,1.491,0.6671,1.632,0.3862,6.094,2.562,0.5528
CCDC146,3.708,3.8,3.894,3.262,0,2.347,3.001
USP28,3.33,3.206,2.868,2.706,0,3.063,2.723
DHX37,2.208,2.179,1.816,1.507,2.538,2.347,1.738
UVSSA,4.061,4.35,4.253,3.436,2.538,3.198,4.036
HCN3,0.6812,0.6671,1.632,0.6905,1.767,1.398,0
CALCOCO1,3.33,3.972,3.81,3.663,4.156,3.815,3.862
KIAA1549,0,0.6671,0.5059,0,3.408,0,0
BEND3,0,0.6671,0,0,2.538,0.8619,0
RNF213,6.366,5.873,6.065,5.845,6.192,6.532,6.48
ZFP14,4.876,4.869,4.188,4.776,4.899,4.528,3.233
GPAM,2.385,3.111,2.595,2.319,3.408,1.788,1.264
ALS2,2.385,2.782,2.124,1.912,3.038,2.094,2.503
ZDBF2,1.771,1.745,1.632,2.319,3.038,0.8619,0
KIAA1586,2.208,2.9,2.257,2.319,0,2.347,2.379
DDX55,4.387,4.545,3.674,3.947,5.011,3.434,3.233
FANCM,3.64,3.111,2.692,2.025,3.408,2.749,2.723
NCKAP5L,4.544,3.917,4.641,3.796,3.408,4.308,4.578
CWC22,3.953,3.8,3.674,4.11,2.538,4.183,3.495
GBA2,3.33,3.459,4.284,4.084,2.538,3.198,2.822
MIER1,3.64,3.86,3.894,3.731,3.703,3.897,3.862
SLC7A14,2.385,1.745,2.491,2.563,4.778,0.8619,1.264
PTPN2,5.494,5.532,5.339,5.407,6.042,5.548,5.443
KIAA1614,0.6812,0.6671,0.5059,0,3.038,1.398,0
ANO8,2.543,2.9,2.949,2.319,0,0.8619,2.094
GPR107,3.773,3.605,3.233,4.368,3.038,3.729,3.862
METTL14,4.112,4.35,4.566,4.491,4.5,4.308,3.952
IGDCC4,0,0,0,0,0,0,0
WDR19,1.771,1.745,2.595,1.655,1.767,0,1.738
ZFYVE28,1.142,1.978,1.978,0.9417,2.538,0,0
TRIB3,0,0,0,0,0,0,0.9515
PTPN6,4.905,4.22,4.801,5.407,4.338,4.422,4.763
MARK4,2.543,3.206,3.025,2.896,2.538,0.8619,3.495
SUGP1,2.543,2.179,2.692,1.655,3.038,2.914,1.927
GATAD1,6.087,6.36,6.41,6.353,6.239,5.24,5.013
RAB40C,3.414,3.206,2.949,2.319,2.538,2.562,1.927
CCAR2,3.414,2.9,3.296,3.011,3.408,3.063,2.503
PTPN12,4.428,5.033,5.164,4.53,5.388,4.848,5.261
CCNB1IP1,4.162,4.126,3.674,3.858,1.767,3.198,3.37
CCDC181,0,0.6671,0.8798,0,2.538,0,0
RAP2C,4.061,3.86,3.766,3.828,1.767,3.637,3.37
CATSPERG,0,0,0.5059,0,0,0,0
PTPN14,4.905,5.249,4.375,5.241,5.686,1.788,0.9515
PTPRJ,5.641,5.998,5.214,5.934,7.34,5.143,5.395
PTPRN2,3.414,2.9,2.491,1.789,0,1.788,2.617
PTPRO,3.64,3.111,3.524,4.346,3.038,4.117,4.298
PTS,1.771,1.467,2.379,2.486,2.538,2.347,1.738
RAD1,4.387,4.616,4.22,4.135,4.156,2.914,3.303
PURA,6.312,6.763,6.646,6.347,4.778,5.597,5.395
PURB,4.387,4.545,4.591,5.656,3.038,4.763,3.815
PTBP2,2.815,3.295,2.595,3.308,4.338,2.094,2.503
PVR,1.142,1.122,0.5059,1.912,0,0,2.723
PEX2,3.145,3.972,3.575,3.828,4.5,2.749,3.16
PEX5,2.685,1.745,2.257,2.706,4.156,3.063,2.503
PCYT2,2.933,1.745,2.595,1.507,0,2.347,2.243
PYGL,3.568,4.025,3.524,3.697,3.408,3.815,3.766
PYGM,0,1.122,0,0,0,0.8619,0.5528
SRPRB,3.708,2.653,2.949,2.836,3.408,3.063,3.862
ENOPH1,3.043,3.206,2.491,2.772,3.703,3.539,3.61
RHOU,1.491,3.206,1.176,1.789,3.038,3.063,2.723
CREBZF,3.043,3.206,3.625,3.858,3.038,2.347,1.264
RPRD1B,2.006,2.782,1.978,2.955,3.408,1.788,1.264
ZNF71,1.142,1.467,0.8798,0.6905,0,1.788,1.52
OSTC,3.773,3.8,3.625,3.731,3.408,4.308,4.835
SCAF1,3.568,3.379,3.025,3.117,3.038,2.914,3.495
WIZ,2.933,2.653,2.868,2.955,1.767,2.562,2.617
ABRACL,2.006,1.978,1.978,1.507,4.5,3.815,4.763
SNX6,3.708,3.86,3.852,3.764,3.703,5.143,5.152
QARS,4.962,5.084,5.077,4.675,3.408,4.806,5.458
RGL2,5.692,5.109,5.797,5.656,3.947,4.117,3.664
RAB3A,0,0,1.816,0.3862,0,0.8619,0
RAB3IL1,4.162,2.782,3.894,3.591,0,1.788,1.738
RAB5A,4.344,4.174,3.766,4.568,4.646,4.047,4.116
RAB13,2.685,3.206,2.595,2.319,3.038,4.247,5.503
RABIF,1.491,2.355,2.257,1.912,2.538,3.321,3.303
RAC1,8.285,8.112,8.342,8.154,6.452,7.727,8.246
RAC3,0,0,0,0,0,0,0
RAD21,4.652,4.869,4.616,4.792,3.703,4.806,4.66
RAD23A,4.387,4.431,4.253,4.368,1.767,3.729,4.264
RAD52,2.385,1.978,0.8798,1.789,0,1.398,1.738
RALA,2.685,3.379,3.025,2.486,2.538,3.729,4.763
TMEM8A,3.145,2.782,2.949,2.772,3.408,3.198,4.116
RANBP1,3.64,4.265,3.47,3.515,4.156,3.897,4.155
RANGAP1,4.21,3.111,4.011,3.858,3.947,3.637,4.077
RAP1GAP,0,0,0,0,0,0,0
RARA,0,0,0,0,1.767,3.063,2.094
RARB,0,0.6671,0,0,0,0,0
RARG,0.6812,1.122,0.5059,0,0,0.8619,0.5528
RARS,3.708,3.111,3.934,3.858,2.538,3.637,4.155
RARRES2,0,0,0,0,0,0,0
RASA1,3.953,4.581,3.973,4.568,3.408,3.729,3.995
RASGRF1,1.142,0,0,0,0,1.398,0.9515
RASGRF2,0,0.6671,0,0,0,0,0.5528
RB1,5.675,5.784,5.719,5.498,3.947,5.496,5.094
NTN4,0,0,0,0,0,0,0.5528
RBBP4,4.428,5.007,4.886,4.41,4.156,4.966,4.606
CACNG7,0,0,0,0,0,0,0
RBBP5,4.617,4.22,4.432,4.346,6.192,4.183,3.303
BCKDHA,,,,,,,
SIGIRR,3.043,2.355,2.124,2.025,1.767,2.914,3.16
RBBP8,1.491,1.745,0.8798,1.156,1.767,2.094,2.094
PLEKHA2,5.805,5.688,5.861,5.97,7.34,6.385,6.188
RBL2,3.708,3.111,3.524,2.896,3.703,3.637,3.495
SCPEP1,4.301,3.972,4.432,4.53,4.646,4.528,5.798
SENP2,2.815,3.605,2.783,3.167,1.767,3.637,2.243
ALOXE3,0,0,0,0,0,0,0
KLHL12,3.24,2.782,3.296,3.515,4.338,2.914,3.495
RBM3,6.162,5.859,6.101,6.411,6.328,5.416,6.402
RXFP1,0,1.122,0,0,1.767,0,0
TMEM35A,0.6812,0,0,0,0,0,0
RBMS1,5.641,5.249,5.262,5.054,5.212,5.758,5.749
RBMS2,3.493,3.605,3.674,3.262,3.038,3.321,4.298
RBP1,0.6812,0,0,0,1.767,0.8619,0.5528
SMG1P5,,,,,,,
PRPH2,0,0.6671,0.8798,0,0,0,0.5528
RECQL,0.6812,1.467,1.978,1.912,0,2.347,2.243
RENBP,0,0,0,0.3862,0,0,0
UPF1,4.686,4.308,4.487,4.16,3.038,3.321,3.37
BCL2L1,4.061,2.355,3.356,4.209,2.538,2.914,3.862
RFC1,3.836,4.35,4.432,4.256,3.408,4.806,4.298
RFC2,3.773,4.35,4.432,4.209,5.302,2.749,3.495
RFC3,1.771,1.978,2.124,1.789,1.767,0,0.9515
RFNG,3.33,2.179,2.595,2.955,3.038,2.914,2.617
RFX1,4.162,2.355,3.167,3.352,2.538,4.422,3.664
RFX2,0,0,0.5059,0,0,0.8619,0.9515
RFX5,3.836,3.379,4.048,4.256,3.703,3.637,3.61
RGS4,0,1.122,1.816,0,1.767,2.347,0.9515
RGS12,4.467,4.748,4.12,4.658,3.038,4.183,4.549
RGS16,3.836,5.271,5.147,6.447,2.538,1.398,4.298
RHEB,5.017,5.007,5.023,5.845,4.5,4.366,5.631
GRK1,1.142,1.122,0.8798,0.6905,0,0,0
RIT2,0,0,0,0,0,0,0
RING1,3.414,3.605,4.188,3.828,3.408,3.815,3.766
RIT1,2.685,2.512,2.491,3.591,3.408,2.094,3.16
C12orf10,2.543,1.978,2.257,1.912,1.767,3.063,1.927
FAM3A,2.933,2.512,2.949,2.836,0,2.749,3.083
CDH26,1.771,1.978,1.422,1.342,0,0,0.5528
BRD2,5.623,5.844,5.808,6.066,5.468,5.942,5.443
RNF4,2.685,3.295,3.233,3.918,3.038,4.183,3.664
TRMT11,2.685,3.01,2.379,2.636,2.538,2.347,2.379
CCDC90B,4.008,4.22,3.766,3.828,5.302,3.815,3.766
BCL7A,0,1.467,0,0,3.408,2.914,0.9515
RNH1,4.162,3.972,4.011,3.515,3.703,5.208,5.71
ELAC2,3.145,3.111,2.692,3.554,2.538,2.914,2.822
NAA35,3.24,3.917,3.973,3.515,1.767,3.198,3.434
SCOC,3.043,1.745,3.025,2.772,4.338,3.815,3.995
DHX35,2.006,2.9,2.783,2.563,3.038,2.094,1.738
MIIP,2.685,2.355,2.379,3.627,2.538,2.094,3.083
CELF5,0,0,0,0,1.767,0,0.5528
TRAPPC11,3.145,3.295,3.625,4.031,3.038,3.815,3.908
C14orf93,1.771,1.745,1.978,2.025,0,2.347,2.243
ROM1,0,0.6671,0.5059,0.6905,0,0,0
RPA1,3.33,3.459,2.491,3.394,1.767,3.729,4.155
RPE,2.543,2.179,2.257,2.486,0,1.788,2.914
RPL4,7.158,7.114,7.23,7.045,7.109,8.054,8.393
